sensor_data_id,crane_id,component_id,timestamp,temperature,vibration,load,motor_current,hydraulic_pressure,runtime_hours,ambient_temperature,temp_rolling_avg,vib_rolling_avg,health_label,RUL
SD-00195,CR-001,CMP-001,2026-09-15 14:54,63.53,0.472,26.2,33.1,153.0,1702.0,29.7,63.53,0.472,Normal,230
SD-00196,CR-001,CMP-001,2026-09-15 18:30,63.14,0.364,22.3,31.9,146.2,1705.6,27.4,63.14,0.364,Normal,225
SD-00197,CR-001,CMP-001,2026-09-15 22:06,59.46,0.345,19.0,29.8,150.9,1709.2,30.8,59.46,0.345,Normal,220
SD-00198,CR-001,CMP-001,2026-09-16 01:42,63.38,0.271,19.0,33.9,145.1,1712.8,27.6,63.38,0.271,Normal,215
SD-00199,CR-001,CMP-001,2026-09-16 05:18,62.83,0.302,22.3,29.3,147.0,1716.4,28.6,62.83,0.302,Normal,210
SD-00200,CR-001,CMP-001,2026-09-16 08:54,59.61,0.372,21.9,33.1,151.1,1720.0,30.7,59.61,0.372,Normal,205
SD-00201,CR-002,CMP-002,2026-08-17 12:30,60.15,0.283,18.2,28.8,145.2,1003.6,28.1,60.15,0.283,Normal,1500
SD-00202,CR-002,CMP-002,2026-08-17 16:06,59.16,0.273,15.2,30.6,140.0,1007.2,26.6,59.16,0.273,Normal,1494
SD-00203,CR-002,CMP-002,2026-08-17 19:42,59.14,0.336,17.4,29.9,142.3,1010.8,28.6,59.14,0.336,Normal,1488
SD-00204,CR-002,CMP-002,2026-08-17 23:18,59.0,0.386,15.6,28.5,147.5,1014.4,28.8,59.0,0.386,Normal,1482
SD-00205,CR-002,CMP-002,2026-08-18 02:54,59.78,0.295,18.1,27.8,148.9,1018.0,32.4,59.78,0.295,Normal,1476
SD-00206,CR-002,CMP-002,2026-08-18 06:30,59.33,0.245,17.8,31.9,141.8,1021.6,31.3,59.33,0.245,Normal,1470
SD-00207,CR-002,CMP-002,2026-08-18 10:06,62.01,0.278,19.1,30.4,143.5,1025.2,27.6,62.01,0.278,Normal,1464
SD-00208,CR-002,CMP-002,2026-08-18 13:42,59.3,0.259,16.7,26.2,145.1,1028.8,26.5,59.3,0.259,Normal,1458
SD-00209,CR-002,CMP-002,2026-08-18 17:18,60.28,0.238,18.7,29.3,137.0,1032.4,28.7,60.28,0.238,Normal,1452
SD-00210,CR-002,CMP-002,2026-08-18 20:54,61.47,0.252,21.3,28.6,142.2,1036.0,27.9,61.47,0.252,Normal,1446
SD-00211,CR-002,CMP-002,2026-08-19 00:30,60.67,0.303,19.1,26.6,145.7,1039.6,25.2,60.67,0.303,Normal,1440
SD-00212,CR-002,CMP-002,2026-08-19 04:06,59.87,0.264,16.5,29.9,149.4,1043.2,29.2,59.87,0.264,Normal,1434
SD-00213,CR-002,CMP-002,2026-08-19 07:42,58.69,0.287,20.4,28.2,154.3,1046.8,28.8,58.69,0.287,Normal,1428
SD-00214,CR-002,CMP-002,2026-08-19 11:18,60.23,0.288,18.3,27.8,147.8,1050.4,29.9,60.23,0.288,Normal,1422
SD-00215,CR-002,CMP-002,2026-08-19 14:54,59.06,0.247,14.3,28.8,140.6,1054.0,23.7,59.06,0.247,Normal,1416
SD-00216,CR-002,CMP-002,2026-08-19 18:30,60.47,0.4,18.0,29.3,145.3,1057.6,27.8,60.47,0.4,Normal,1410
SD-00217,CR-002,CMP-002,2026-08-19 22:06,61.1,0.288,18.5,28.5,142.3,1061.2,30.0,61.1,0.288,Normal,1404
SD-00218,CR-002,CMP-002,2026-08-20 01:42,59.79,0.27,19.1,26.7,145.1,1064.8,28.0,59.79,0.27,Normal,1398
SD-00219,CR-002,CMP-002,2026-08-20 05:18,61.3,0.319,17.9,29.2,150.6,1068.4,29.1,61.3,0.319,Normal,1392
SD-00220,CR-002,CMP-002,2026-08-20 08:54,60.01,0.248,15.9,27.5,142.6,1072.0,27.6,60.01,0.248,Normal,1386
SD-00221,CR-002,CMP-002,2026-08-20 12:30,60.07,0.321,17.9,28.7,145.3,1075.6,24.0,60.07,0.321,Normal,1380
SD-00222,CR-002,CMP-002,2026-08-20 16:06,58.87,0.294,15.6,28.9,151.1,1079.2,30.4,58.87,0.294,Normal,1374
SD-00223,CR-002,CMP-002,2026-08-20 19:42,59.74,0.36,18.3,27.5,142.5,1082.8,27.4,59.74,0.36,Normal,1368
SD-00224,CR-002,CMP-002,2026-08-20 23:18,59.53,0.307,18.3,28.0,146.7,1086.4,30.4,59.53,0.307,Normal,1362
SD-00225,CR-002,CMP-002,2026-08-21 02:54,61.14,0.241,12.9,29.4,139.5,1090.0,27.6,61.14,0.241,Normal,1356
SD-00226,CR-002,CMP-002,2026-08-21 06:30,58.6,0.228,19.1,29.1,142.7,1093.6,22.8,58.6,0.228,Normal,1350
SD-00227,CR-002,CMP-002,2026-08-21 10:06,59.34,0.316,15.0,28.3,144.9,1097.2,29.2,59.34,0.316,Normal,1344
SD-00228,CR-002,CMP-002,2026-08-21 13:42,60.14,0.261,20.4,27.8,144.9,1100.8,26.1,60.14,0.261,Normal,1338
SD-00229,CR-002,CMP-002,2026-08-21 17:18,59.47,0.265,17.7,30.6,139.5,1104.4,24.8,59.47,0.265,Normal,1332
SD-00230,CR-002,CMP-002,2026-08-21 20:54,61.77,0.292,16.7,29.6,142.6,1108.0,31.7,61.77,0.292,Normal,1326
SD-00231,CR-002,CMP-002,2026-08-22 00:30,60.81,0.28,22.3,27.1,148.0,1111.6,28.6,60.81,0.28,Normal,1320
SD-00232,CR-002,CMP-002,2026-08-22 04:06,61.56,0.362,18.1,26.9,146.8,1115.2,26.6,61.56,0.362,Normal,1314
SD-00233,CR-002,CMP-002,2026-08-22 07:42,62.42,0.305,17.3,28.3,139.6,1118.8,26.1,62.42,0.305,Normal,1308
SD-00234,CR-002,CMP-002,2026-08-22 11:18,61.44,0.274,15.9,28.8,149.7,1122.4,29.4,61.44,0.274,Normal,1302
SD-00235,CR-002,CMP-002,2026-08-22 14:54,61.2,0.27,15.2,30.3,143.7,1126.0,27.5,61.2,0.27,Normal,1296
SD-00236,CR-002,CMP-002,2026-08-22 18:30,61.59,0.322,18.9,31.2,142.4,1129.6,29.9,61.59,0.322,Normal,1290
SD-00237,CR-002,CMP-002,2026-08-22 22:06,60.07,0.311,21.1,28.8,147.2,1133.2,30.1,60.07,0.311,Normal,1284
SD-00238,CR-002,CMP-002,2026-08-23 01:42,59.56,0.266,15.9,25.1,153.2,1136.8,25.8,59.56,0.266,Normal,1278
SD-00239,CR-002,CMP-002,2026-08-23 05:18,59.73,0.289,18.6,29.2,148.4,1140.4,26.8,59.73,0.289,Normal,1272
SD-00240,CR-002,CMP-002,2026-08-23 08:54,59.8,0.311,17.5,30.4,147.0,1144.0,29.5,59.8,0.311,Normal,1266
SD-00241,CR-002,CMP-002,2026-08-23 12:30,60.8,0.347,18.4,26.1,146.6,1147.6,26.7,60.8,0.347,Normal,1260
SD-00242,CR-002,CMP-002,2026-08-23 16:06,59.37,0.323,20.5,28.0,146.2,1151.2,31.4,59.37,0.323,Normal,1254
SD-00243,CR-002,CMP-002,2026-08-23 19:42,60.29,0.404,19.1,25.4,148.0,1154.8,28.8,60.29,0.404,Normal,1248
SD-00244,CR-002,CMP-002,2026-08-23 23:18,61.55,0.327,17.7,26.2,144.2,1158.4,26.3,61.55,0.327,Normal,1242
SD-00245,CR-002,CMP-002,2026-08-24 02:54,59.3,0.324,21.3,28.6,140.2,1162.0,28.9,59.3,0.324,Normal,1236
SD-00246,CR-002,CMP-002,2026-08-24 06:30,61.44,0.276,17.7,28.0,141.9,1165.6,29.3,61.44,0.276,Normal,1230
SD-00247,CR-002,CMP-002,2026-08-24 10:06,59.85,0.317,16.2,27.3,147.9,1169.2,27.3,59.85,0.317,Normal,1224
SD-00248,CR-002,CMP-002,2026-08-24 13:42,62.07,0.284,18.4,29.4,139.3,1172.8,24.5,62.07,0.284,Normal,1218
SD-00249,CR-002,CMP-002,2026-08-24 17:18,58.17,0.351,16.9,31.8,142.7,1176.4,28.4,58.17,0.351,Normal,1212
SD-00250,CR-002,CMP-002,2026-08-24 20:54,61.85,0.38,22.1,29.8,149.1,1180.0,29.2,61.85,0.38,Normal,1206
SD-00251,CR-002,CMP-002,2026-08-25 00:30,60.93,0.278,16.4,28.0,144.3,1183.6,27.1,60.93,0.278,Normal,1200
SD-00252,CR-002,CMP-002,2026-08-25 04:06,60.84,0.338,18.2,30.2,140.4,1187.2,27.6,60.84,0.338,Normal,1194
SD-00253,CR-002,CMP-002,2026-08-25 07:42,59.14,0.225,17.8,27.8,151.1,1190.8,29.3,59.14,0.225,Normal,1188
SD-00254,CR-002,CMP-002,2026-08-25 11:18,58.77,0.374,20.4,28.9,144.1,1194.4,26.1,58.77,0.374,Normal,1182
SD-00255,CR-002,CMP-002,2026-08-25 14:54,59.55,0.344,21.8,30.3,143.0,1198.0,25.8,59.55,0.344,Normal,1176
SD-00256,CR-002,CMP-002,2026-08-25 18:30,60.17,0.229,18.6,27.8,143.1,1201.6,24.8,60.17,0.229,Normal,1170
SD-00257,CR-002,CMP-002,2026-08-25 22:06,60.62,0.279,15.7,23.7,144.9,1205.2,31.5,60.62,0.279,Normal,1164
SD-00258,CR-002,CMP-002,2026-08-26 01:42,61.99,0.282,16.8,28.7,141.0,1208.8,28.6,61.99,0.282,Normal,1158
SD-00259,CR-002,CMP-002,2026-08-26 05:18,60.92,0.349,17.8,27.7,141.5,1212.4,26.3,60.92,0.349,Normal,1152
SD-00260,CR-002,CMP-002,2026-08-26 08:54,59.73,0.315,19.8,26.8,151.0,1216.0,27.5,59.73,0.315,Normal,1146
SD-00261,CR-002,CMP-002,2026-08-26 12:30,59.97,0.27,13.2,29.3,147.9,1219.6,27.4,59.97,0.27,Normal,1140
SD-00262,CR-002,CMP-002,2026-08-26 16:06,60.08,0.321,14.9,27.2,148.2,1223.2,25.5,60.08,0.321,Normal,1134
SD-00263,CR-002,CMP-002,2026-08-26 19:42,60.35,0.246,18.9,27.9,138.5,1226.8,30.3,60.35,0.246,Normal,1128
SD-00264,CR-002,CMP-002,2026-08-26 23:18,59.12,0.268,18.4,29.7,140.9,1230.4,28.1,59.12,0.268,Normal,1122
SD-00265,CR-002,CMP-002,2026-08-27 02:54,60.51,0.328,18.4,27.4,141.7,1234.0,28.2,60.51,0.328,Normal,1116
SD-00266,CR-002,CMP-002,2026-08-27 06:30,58.71,0.183,18.9,29.4,135.5,1237.6,26.0,58.71,0.183,Normal,1110
SD-00267,CR-002,CMP-002,2026-08-27 10:06,60.74,0.382,18.0,26.9,144.3,1241.2,30.7,60.74,0.382,Normal,1104
SD-00268,CR-002,CMP-002,2026-08-27 13:42,59.22,0.268,17.0,26.6,145.5,1244.8,31.2,59.22,0.268,Normal,1098
SD-00269,CR-002,CMP-002,2026-08-27 17:18,60.39,0.29,17.4,25.7,148.5,1248.4,27.8,60.39,0.29,Normal,1092
SD-00270,CR-002,CMP-002,2026-08-27 20:54,59.78,0.428,18.6,26.9,143.3,1252.0,30.3,59.78,0.428,Normal,1086
SD-00271,CR-002,CMP-002,2026-08-28 00:30,60.14,0.242,19.8,27.0,152.5,1255.6,30.2,60.14,0.242,Normal,1080
SD-00272,CR-002,CMP-002,2026-08-28 04:06,59.46,0.351,18.1,29.3,146.9,1259.2,26.3,59.46,0.351,Normal,1074
SD-00273,CR-002,CMP-002,2026-08-28 07:42,59.23,0.341,17.3,27.4,141.2,1262.8,28.8,59.23,0.341,Normal,1068
SD-00274,CR-002,CMP-002,2026-08-28 11:18,62.48,0.257,18.0,30.1,144.7,1266.4,28.9,62.48,0.257,Normal,1062
SD-00275,CR-002,CMP-002,2026-08-28 14:54,58.73,0.317,17.6,29.5,149.7,1270.0,33.2,58.73,0.317,Normal,1056
SD-00276,CR-002,CMP-002,2026-08-28 18:30,60.7,0.313,18.4,27.5,146.4,1273.6,27.4,60.7,0.313,Normal,1050
SD-00277,CR-002,CMP-002,2026-08-28 22:06,60.2,0.353,16.0,29.7,150.3,1277.2,27.8,60.2,0.353,Normal,1044
SD-00278,CR-002,CMP-002,2026-08-29 01:42,57.45,0.276,20.6,28.0,141.0,1280.8,27.0,57.45,0.276,Normal,1038
SD-00279,CR-002,CMP-002,2026-08-29 05:18,61.01,0.322,17.5,27.4,143.4,1284.4,26.2,61.01,0.322,Normal,1032
SD-00280,CR-002,CMP-002,2026-08-29 08:54,61.94,0.287,20.4,30.3,149.0,1288.0,27.1,61.94,0.287,Normal,1026
SD-00281,CR-002,CMP-002,2026-08-29 12:30,60.48,0.299,16.2,28.5,140.3,1291.6,30.4,60.48,0.299,Normal,1020
SD-00282,CR-002,CMP-002,2026-08-29 16:06,59.44,0.308,18.6,27.6,147.3,1295.2,27.1,59.44,0.308,Normal,1014
SD-00283,CR-002,CMP-002,2026-08-29 19:42,61.05,0.246,18.3,30.9,141.0,1298.8,26.6,61.05,0.246,Normal,1008
SD-00284,CR-002,CMP-002,2026-08-29 23:18,60.62,0.307,18.7,28.7,147.5,1302.4,30.2,60.62,0.307,Normal,1002
SD-00285,CR-002,CMP-002,2026-08-30 02:54,60.49,0.29,19.3,30.8,144.5,1306.0,26.1,60.49,0.29,Normal,996
SD-00286,CR-002,CMP-002,2026-08-30 06:30,61.33,0.295,13.7,29.3,142.9,1309.6,27.8,61.33,0.295,Normal,990
SD-00287,CR-002,CMP-002,2026-08-30 10:06,60.4,0.308,19.4,27.3,147.1,1313.2,27.5,60.4,0.308,Normal,984
SD-00288,CR-002,CMP-002,2026-08-30 13:42,60.89,0.325,16.1,29.6,142.9,1316.8,29.6,60.89,0.325,Normal,978
SD-00289,CR-002,CMP-002,2026-08-30 17:18,60.44,0.374,17.6,27.5,144.9,1320.4,27.4,60.44,0.374,Normal,972
SD-00290,CR-002,CMP-002,2026-08-30 20:54,60.96,0.235,15.9,26.4,148.8,1324.0,31.4,60.96,0.235,Normal,966
SD-00291,CR-002,CMP-002,2026-08-31 00:30,59.87,0.293,18.1,29.7,141.3,1327.6,28.5,59.87,0.293,Normal,960
SD-00292,CR-002,CMP-002,2026-08-31 04:06,61.17,0.32,18.4,29.5,134.2,1331.2,29.4,61.17,0.32,Normal,954
SD-00293,CR-002,CMP-002,2026-08-31 07:42,59.22,0.227,19.0,30.1,144.5,1334.8,29.9,59.22,0.227,Normal,948
SD-00294,CR-002,CMP-002,2026-08-31 11:18,61.93,0.353,21.3,29.1,145.3,1338.4,24.8,61.93,0.353,Normal,942
SD-00295,CR-002,CMP-002,2026-08-31 14:54,59.7,0.266,22.3,27.7,145.5,1342.0,29.1,59.7,0.266,Normal,936
SD-00296,CR-002,CMP-002,2026-08-31 18:30,60.05,0.368,16.8,28.3,142.0,1345.6,25.4,60.05,0.368,Normal,930
SD-00297,CR-002,CMP-002,2026-08-31 22:06,59.27,0.299,17.1,27.0,139.4,1349.2,27.8,59.27,0.299,Normal,924
SD-00298,CR-002,CMP-002,2026-09-01 01:42,58.19,0.33,18.2,25.8,143.8,1352.8,26.5,58.19,0.33,Normal,918
SD-00299,CR-002,CMP-002,2026-09-01 05:18,60.38,0.354,14.2,28.2,144.4,1356.4,29.3,60.38,0.354,Normal,912
SD-00300,CR-002,CMP-002,2026-09-01 08:54,60.26,0.27,17.4,26.8,149.3,1360.0,28.0,60.26,0.27,Normal,906
SD-00301,CR-002,CMP-002,2026-09-01 12:30,62.28,0.298,16.6,25.7,137.8,1363.6,24.8,62.28,0.298,Normal,900
SD-00302,CR-002,CMP-002,2026-09-01 16:06,60.32,0.32,14.8,29.3,143.1,1367.2,28.3,60.32,0.32,Normal,894
SD-00303,CR-002,CMP-002,2026-09-01 19:42,61.93,0.336,17.5,26.7,136.4,1370.8,26.6,61.93,0.336,Normal,888
SD-00304,CR-002,CMP-002,2026-09-01 23:18,59.75,0.261,17.7,28.1,144.1,1374.4,26.7,59.75,0.261,Normal,882
SD-00305,CR-002,CMP-002,2026-09-02 02:54,60.2,0.318,15.8,30.1,144.6,1378.0,28.0,60.2,0.318,Normal,876
SD-00306,CR-002,CMP-002,2026-09-02 06:30,60.85,0.309,19.9,28.4,142.6,1381.6,28.7,60.85,0.309,Normal,870
SD-00307,CR-002,CMP-002,2026-09-02 10:06,58.63,0.304,17.9,27.7,144.5,1385.2,24.2,58.63,0.304,Normal,864
SD-00308,CR-002,CMP-002,2026-09-02 13:42,59.34,0.304,18.3,26.5,150.1,1388.8,26.3,59.34,0.304,Normal,858
SD-00309,CR-002,CMP-002,2026-09-02 17:18,61.16,0.317,16.7,30.7,140.2,1392.4,29.8,61.16,0.317,Normal,852
SD-00310,CR-002,CMP-002,2026-09-02 20:54,61.2,0.273,20.8,27.6,146.2,1396.0,28.5,61.2,0.273,Normal,846
SD-00311,CR-002,CMP-002,2026-09-03 00:30,59.84,0.332,19.6,25.4,150.2,1399.6,24.7,59.84,0.332,Normal,840
SD-00312,CR-002,CMP-002,2026-09-03 04:06,61.24,0.345,15.8,27.4,140.6,1403.2,27.6,61.24,0.345,Normal,834
SD-00313,CR-002,CMP-002,2026-09-03 07:42,59.63,0.331,20.6,30.1,142.8,1406.8,27.6,59.63,0.331,Normal,828
SD-00314,CR-002,CMP-002,2026-09-03 11:18,57.98,0.268,19.9,30.4,140.1,1410.4,26.8,57.98,0.268,Normal,822
SD-00315,CR-002,CMP-002,2026-09-03 14:54,59.97,0.311,16.4,28.6,143.1,1414.0,28.0,59.97,0.311,Normal,816
SD-00316,CR-002,CMP-002,2026-09-03 18:30,60.66,0.3,17.1,27.8,144.6,1417.6,27.3,60.66,0.3,Normal,810
SD-00317,CR-002,CMP-002,2026-09-03 22:06,59.69,0.364,19.1,27.6,147.8,1421.2,27.3,59.69,0.364,Normal,804
SD-00318,CR-002,CMP-002,2026-09-04 01:42,61.41,0.315,17.8,28.7,138.7,1424.8,25.7,61.41,0.315,Normal,798
SD-00319,CR-002,CMP-002,2026-09-04 05:18,58.57,0.306,21.5,31.3,147.6,1428.4,29.0,58.57,0.306,Normal,792
SD-00320,CR-002,CMP-002,2026-09-04 08:54,57.84,0.278,16.4,27.1,144.3,1432.0,27.1,57.84,0.278,Normal,786
SD-00321,CR-002,CMP-002,2026-09-04 12:30,57.62,0.33,15.9,28.4,153.3,1435.6,26.2,57.62,0.33,Normal,780
SD-00322,CR-002,CMP-002,2026-09-04 16:06,56.96,0.289,20.2,30.9,140.1,1439.2,29.0,56.96,0.289,Normal,774
SD-00323,CR-002,CMP-002,2026-09-04 19:42,59.44,0.296,23.3,25.7,146.0,1442.8,28.9,59.44,0.296,Normal,768
SD-00324,CR-002,CMP-002,2026-09-04 23:18,61.3,0.304,18.6,27.4,146.1,1446.4,27.3,61.3,0.304,Normal,762
SD-00325,CR-002,CMP-002,2026-09-05 02:54,60.75,0.285,18.8,28.0,149.5,1450.0,27.9,60.75,0.285,Normal,756
SD-00326,CR-002,CMP-002,2026-09-05 06:30,57.87,0.35,16.2,27.0,142.6,1453.6,30.7,57.87,0.35,Normal,750
SD-00327,CR-002,CMP-002,2026-09-05 10:06,57.44,0.426,20.1,28.3,144.8,1457.2,28.6,57.44,0.426,Normal,744
SD-00328,CR-002,CMP-002,2026-09-05 13:42,60.63,0.326,19.1,28.1,144.2,1460.8,27.7,60.63,0.326,Normal,738
SD-00329,CR-002,CMP-002,2026-09-05 17:18,59.77,0.345,19.2,23.6,147.6,1464.4,28.4,59.77,0.345,Normal,732
SD-00330,CR-002,CMP-002,2026-09-05 20:54,59.98,0.284,20.2,29.4,141.9,1468.0,28.8,59.98,0.284,Normal,726
SD-00331,CR-002,CMP-002,2026-09-06 00:30,58.83,0.245,16.7,29.3,148.8,1471.6,29.0,58.83,0.245,Normal,720
SD-00332,CR-002,CMP-002,2026-09-06 04:06,60.87,0.321,16.7,28.6,148.2,1475.2,29.5,60.87,0.321,Normal,714
SD-00333,CR-002,CMP-002,2026-09-06 07:42,61.43,0.328,18.7,29.6,144.9,1478.8,26.2,61.43,0.328,Normal,708
SD-00334,CR-002,CMP-002,2026-09-06 11:18,59.8,0.27,16.6,27.8,141.8,1482.4,27.4,59.8,0.27,Normal,702
SD-00335,CR-002,CMP-002,2026-09-06 14:54,57.73,0.309,18.0,26.8,147.6,1486.0,29.9,57.73,0.309,Normal,696
SD-00336,CR-002,CMP-002,2026-09-06 18:30,58.07,0.269,16.5,26.6,148.3,1489.6,27.6,58.07,0.269,Normal,690
SD-00337,CR-002,CMP-002,2026-09-06 22:06,59.68,0.22,19.3,26.1,145.2,1493.2,28.6,59.68,0.22,Normal,684
SD-00338,CR-002,CMP-002,2026-09-07 01:42,61.63,0.248,12.0,28.3,152.2,1496.8,30.5,61.63,0.248,Normal,678
SD-00339,CR-002,CMP-002,2026-09-07 05:18,60.25,0.28,19.6,26.5,146.9,1500.4,29.0,60.25,0.28,Normal,672
SD-00340,CR-002,CMP-002,2026-09-07 08:54,61.27,0.41,18.8,27.2,144.9,1504.0,24.5,61.27,0.41,Normal,666
SD-00341,CR-002,CMP-002,2026-09-07 12:30,59.17,0.284,17.0,28.2,141.7,1507.6,30.2,59.17,0.284,Normal,660
SD-00342,CR-002,CMP-002,2026-09-07 16:06,60.0,0.3,17.3,28.2,148.3,1511.2,26.3,60.0,0.3,Normal,654
SD-00343,CR-002,CMP-002,2026-09-07 19:42,59.21,0.288,15.3,26.8,143.1,1514.8,29.7,59.21,0.288,Normal,648
SD-00344,CR-002,CMP-002,2026-09-07 23:18,60.32,0.308,19.7,27.8,146.6,1518.4,27.8,60.32,0.308,Normal,642
SD-00345,CR-002,CMP-002,2026-09-08 02:54,60.32,0.277,13.1,27.8,150.7,1522.0,29.9,60.32,0.277,Normal,636
SD-00346,CR-002,CMP-002,2026-09-08 06:30,61.16,0.349,18.2,28.3,142.5,1525.6,27.4,61.16,0.349,Normal,630
SD-00347,CR-002,CMP-002,2026-09-08 10:06,60.74,0.348,17.7,27.3,145.0,1529.2,29.2,60.74,0.348,Normal,624
SD-00348,CR-002,CMP-002,2026-09-08 13:42,58.27,0.208,16.9,26.2,143.0,1532.8,27.7,58.27,0.208,Normal,618
SD-00349,CR-002,CMP-002,2026-09-08 17:18,59.46,0.358,18.7,28.5,147.5,1536.4,25.7,59.46,0.358,Normal,612
SD-00350,CR-002,CMP-002,2026-09-08 20:54,61.25,0.297,19.3,26.4,138.8,1540.0,29.6,61.25,0.297,Normal,606
SD-00351,CR-002,CMP-002,2026-09-09 00:30,60.45,0.264,16.3,29.7,140.2,1543.6,31.3,60.45,0.264,Normal,600
SD-00352,CR-002,CMP-002,2026-09-09 04:06,58.92,0.326,17.3,28.9,142.8,1547.2,27.7,58.92,0.326,Normal,594
SD-00353,CR-002,CMP-002,2026-09-09 07:42,60.05,0.26,19.5,27.2,144.1,1550.8,26.0,60.05,0.26,Normal,588
SD-00354,CR-002,CMP-002,2026-09-09 11:18,56.93,0.292,22.8,29.2,144.9,1554.4,27.5,56.93,0.292,Normal,582
SD-00355,CR-002,CMP-002,2026-09-09 14:54,60.03,0.322,15.6,29.7,147.9,1558.0,29.4,60.03,0.322,Normal,576
SD-00356,CR-002,CMP-002,2026-09-09 18:30,60.53,0.301,19.3,28.9,143.6,1561.6,26.9,60.53,0.301,Normal,570
SD-00357,CR-002,CMP-002,2026-09-09 22:06,60.12,0.362,15.5,25.8,145.7,1565.2,28.1,60.12,0.362,Normal,564
SD-00358,CR-002,CMP-002,2026-09-10 01:42,60.21,0.31,17.6,30.2,138.6,1568.8,26.3,60.21,0.31,Normal,558
SD-00359,CR-002,CMP-002,2026-09-10 05:18,59.88,0.234,17.6,30.5,145.1,1572.4,28.5,59.88,0.234,Normal,552
SD-00360,CR-002,CMP-002,2026-09-10 08:54,58.49,0.275,17.2,27.5,150.1,1576.0,29.1,58.49,0.275,Normal,546
SD-00361,CR-002,CMP-002,2026-09-10 12:30,58.67,0.31,19.0,29.7,151.3,1579.6,26.0,58.67,0.31,Normal,540
SD-00362,CR-002,CMP-002,2026-09-10 16:06,59.03,0.25,17.5,28.7,148.9,1583.2,27.8,59.03,0.25,Normal,534
SD-00363,CR-002,CMP-002,2026-09-10 19:42,59.62,0.306,16.3,31.1,138.6,1586.8,28.4,59.62,0.306,Normal,528
SD-00364,CR-002,CMP-002,2026-09-10 23:18,62.43,0.3,17.6,27.5,144.3,1590.4,30.7,62.43,0.3,Normal,522
SD-00365,CR-002,CMP-002,2026-09-11 02:54,57.35,0.361,15.2,27.6,143.3,1594.0,29.2,57.35,0.361,Normal,516
SD-00366,CR-002,CMP-002,2026-09-11 06:30,58.08,0.318,22.0,26.0,145.8,1597.6,26.7,58.08,0.318,Normal,510
SD-00367,CR-002,CMP-002,2026-09-11 10:06,60.51,0.301,16.7,28.7,152.2,1601.2,27.6,60.51,0.301,Normal,504
SD-00368,CR-002,CMP-002,2026-09-11 13:42,60.86,0.248,16.1,28.7,150.9,1604.8,28.7,60.86,0.248,Normal,498
SD-00369,CR-002,CMP-002,2026-09-11 17:18,59.62,0.3,15.5,28.9,148.5,1608.4,27.1,59.62,0.3,Normal,492
SD-00370,CR-002,CMP-002,2026-09-11 20:54,59.44,0.311,17.1,27.9,153.4,1612.0,27.5,59.44,0.311,Normal,486
SD-00371,CR-002,CMP-002,2026-09-12 00:30,59.57,0.274,19.5,27.7,142.4,1615.6,30.6,59.57,0.274,Normal,480
SD-00372,CR-002,CMP-002,2026-09-12 04:06,61.7,0.276,14.3,29.5,142.3,1619.2,29.6,61.7,0.276,Normal,474
SD-00373,CR-002,CMP-002,2026-09-12 07:42,57.64,0.336,15.6,29.1,145.1,1622.8,26.1,57.64,0.336,Normal,468
SD-00374,CR-002,CMP-002,2026-09-12 11:18,59.51,0.327,18.2,28.9,152.9,1626.4,24.9,59.51,0.327,Normal,462
SD-00375,CR-002,CMP-002,2026-09-12 14:54,61.94,0.304,16.2,26.0,144.2,1630.0,29.8,61.94,0.304,Normal,456
SD-00376,CR-002,CMP-002,2026-09-12 18:30,59.85,0.36,15.1,28.0,140.0,1633.6,28.7,59.85,0.36,Normal,450
SD-00377,CR-002,CMP-002,2026-09-12 22:06,61.06,0.283,12.8,28.3,146.7,1637.2,28.8,61.06,0.283,Normal,444
SD-00378,CR-002,CMP-002,2026-09-13 01:42,61.48,0.257,19.4,29.8,137.9,1640.8,28.6,61.48,0.257,Normal,438
SD-00379,CR-002,CMP-002,2026-09-13 05:18,59.39,0.297,18.7,27.3,142.3,1644.4,28.1,59.39,0.297,Normal,432
SD-00380,CR-002,CMP-002,2026-09-13 08:54,58.7,0.257,19.4,26.3,147.7,1648.0,28.9,58.7,0.257,Normal,426
SD-00381,CR-002,CMP-002,2026-09-13 12:30,57.93,0.273,20.4,26.5,143.1,1651.6,28.9,57.93,0.273,Normal,420
SD-00382,CR-002,CMP-002,2026-09-13 16:06,60.94,0.29,16.8,30.1,152.0,1655.2,30.0,60.94,0.29,Normal,414
SD-00383,CR-002,CMP-002,2026-09-13 19:42,60.1,0.268,16.3,28.8,146.7,1658.8,30.8,60.1,0.268,Normal,408
SD-00384,CR-002,CMP-002,2026-09-13 23:18,60.78,0.24,20.1,26.5,143.5,1662.4,28.5,60.78,0.24,Normal,402
SD-00385,CR-002,CMP-002,2026-09-14 02:54,62.39,0.424,19.2,27.7,147.1,1666.0,29.8,62.39,0.424,Normal,396
SD-00386,CR-002,CMP-002,2026-09-14 06:30,59.62,0.372,18.5,28.7,147.7,1669.6,28.8,59.62,0.372,Normal,390
SD-00387,CR-002,CMP-002,2026-09-14 10:06,61.01,0.275,16.9,26.3,146.8,1673.2,29.6,61.01,0.275,Normal,384
SD-00388,CR-002,CMP-002,2026-09-14 13:42,60.55,0.367,18.0,29.0,140.6,1676.8,27.2,60.55,0.367,Normal,378
